lat,lon,h,0,6,12,18,24,30,36,42,48,54,60,66,72,78,84,90,96,102,108,114,120,126,132,138,144,150,156,162,168,174,180,186,192,198,204,210,216,222,228,234,240,246,252,258,264,270,276,282,288,294,300,306,312,318,324,330,336,342,348,354,360,366,372,378,384,390,396,402,408,414,420,426,432,438,444,450,456,462,468,474,480,486,492,498,504,510,516,522,528,534,540,546,552,558,564,570,576,582,588,594,600,606,612,618,624,630,636,642,648,654,660,666,672,678,684,690,696,702,708,714,720,726,732,738,744,750,756,762,768,774,780,786,792,798,804,810,816,822,828,834,840,846,852,858,864,870,876,882,888,894,900,906,912,918,924,930,936,942,948,954,960,966,972,978,984,990,996,1002,1008,1014,1020,1026,1032,1038,1044,1050,1056,1062,1068,1074,1080,1086,1092,1098,1104,1110,1116,1122,1128,1134,1140,1146,1152,1158,1164,1170,1176,1182,1188,1194,1200,1206,1212,1218,1224,1230,1236,1242,1248,1254,1260,1266,1272,1278,1284,1290,1296,1302,1308,1314,1320,1326,1332,1338,1344,1350,1356,1362,1368,1374,1380,1386,1392,1398,1404,1410,1416,1422,1428,1434,1440,1446,1452,1458,1464,1470,1476,1482,1488,1494,1500,1506,1512,1518,1524,1530,1536,1542,1548,1554,1560,1566,1572,1578,1584,1590,1596,1602,1608,1614,1620,1626,1632,1638,1644,1650,1656,1662,1668,1674,1680,1686,1692,1698,1704,1710,1716,1722,1728,1734,1740,1746,1752,1758,1764,1770,1776,1782,1788,1794,1800
45.478042,9.155211,129.9,-1.98766638253328,-1.84829925645154,-0.708932130369794,-1.16956500428896,-0.430197878207218,-0.890830752126385,-0.451463626044642,-1.0120964999629,-2.87272937388207,-2.63336224780032,-1.19399512171949,-2.45462799563775,-3.415260869556,-1.37589374347517,-0.736526617393429,-1.3971594913126,-0.557792365230853,-0.11842523914911,-0.779058113068277,0.060309013013466,-0.800323860904791,2.13904326517604,-0.421589608742215,-0.282222482661382,0.0571446434203609,3.0965117695021,1.93587889558294,-1.82475397833532,1.91461314774551,1.75398027382726,3.093347399909,2.83271452598983,-1.82791834792843,1.01144877815241,3.55081590423415,0.790183030315893,-1.57044984360327,-0.431082717521531,-0.0917155914406976,2.14765153464104,2.88701866072279,1.52638578680362,0.565752912885364,1.6051200389662,0.0444871650479399,0.783854291129683,1.22322141721052,1.06258854329226,0.601955669373092,-0.758677204545165,-1.01931007846342,-0.579942952382589,-0.840575826300846,-0.401208700220013,-1.26184157413827,-1.52247444805653,-0.783107321975695,-1.24374019589395,-1.90437306981312,-0.465005943731376,-1.62563881764963,-1.5862716915688,-1.54690456548706,-0.707537439406224,-1.46817031332448,-1.82880318724274,-2.3894360611619,-2.45006893508016,-0.710701808999329,-0.871334682917586,-1.33196755683584,-1.39260043075501,-1.05323330467327,-0.713866178592434,-0.474499052510691,-0.435131926428949,1.10423519965188,-0.356397674266373,0.182969451814461,-0.277663422103797,0.161703703977946,1.30107083005878,1.54043795614052,0.679805082221355,0.919172208303098,1.25853933438484,1.79790646046567,-1.26272641345258,-0.82335928737175,0.216007838709993,0.955374964791736,1.49474209087257,-0.265890783045688,1.87347634303514,-1.78715653088311,0.45221059519863,1.89157772127946,0.730944847361207,2.67031197344204,2.00967909952378,0.649046225605525,0.988413351686358,1.8277804777681,-1.03285239615107,-0.493485270069323,1.24588185601242,1.78524898209325,-0.175383891825004,-0.136016765744171,-0.596649639662428,0.142717486419315,-1.01791538749985,-1.47854826141811,-2.43918113533728,-1.59981400925553,-0.860446883173791,-0.621079757092957,-1.18171263101121,-1.74234550493038,-1.80297837884864,-1.3636112527669,-1.52424412668606,-1.78487700060432,-0.745509874523486,-1.00614274844174,-0.966775622360001,-0.727408496279168,-0.388041370197425,-0.848674244116592,-0.209307118034849,-0.669939991953106,-1.83057286587227,-1.49120573979053,-0.751838613709697,-2.11247148762795,-1.07310436154621,-0.733737235465378,-0.394370109383635,-0.155002983302802,-0.415635857221059,-0.376268731139317,0.863098394941517,-0.297534478976741,-0.258167352895907,1.88119977318584,1.22056689926758,1.75993402534841,1.29930115143015,1.93866827751099,2.47803540359273,2.41740252967447,2.35676965575531,1.69613678183705,1.63550390791788,1.17487103399962,2.21423816008137,2.0536052861622,2.49297241224394,2.03233953832478,3.07170666440652,3.11107379048826,1.1504409165691,2.08980804265084,2.72917516873167,1.16854229481341,1.40790942089516,0.347276546975991,-0.013356326942267,1.52601079913857,1.26537792522031,0.904745051302053,1.14411217738289,1.28347930346463,0.922846429545461,0.862213555627204,0.701580681708947,0.94094780778978,0.180314933871523,-1.18031794004764,0.659049186034099,-0.201583687884158,0.437783438196675,-1.32284943572158,-0.383482309640749,-0.544115183559006,-1.20474805747726,0.33461906860357,-0.126013805314687,-0.386646679233854,-0.0472795531521113,0.792087572929631,0.131454699010464,0.270821825092208,-0.389811048826959,1.44955607725478,-0.111076796663474,1.52829032941736,-0.632342544500898,1.10702458157994,0.246391707661678,1.98575883374342,1.82512595982425,1.864493085906,2.10386021198683,2.44322733806857,1.98259446415032,1.62196159023115,2.96132871631289,3.60069584239372,0.940062968475468,3.57943009455721,3.51879722063804,2.05816434671979,-0.60246852719938,-0.963101401117638,0.576265724964105,1.31563285104494,2.55499997712668,3.69436710320751,2.33373422928926,2.573101355371,1.21246848145183,0.851835607533576,1.29120273361441,0.430569859696152,1.66993698577789,0.809304111858728,0.248671237940471,-0.211961635978696,0.127405490103047,-0.533227383815211,-1.69386025773438,-0.754493131652634,-2.2151260055718,-1.37575887949006,-1.43639175340832,-1.39702462732748,-1.45765750124574,-1.118290375164,-2.67892324908316,-2.13955612300142,-2.00018899692059,-2.36082187083884,-2.8214547447571,-2.78208761867627,-2.34272049259453,-2.20335336651369,-1.66398624043195,-1.22461911435021,-1.88525198826937,-2.84588486218763,-2.8065177361068,-2.96715061002505,-2.32778348394331,-1.48841635786248,-2.24904923178074,-2.6096821056999,-1.47031497961816,-0.930947853536418,-1.29158072745559,-0.752213601373843,-0.0128464752930082,1.02652065078873,1.36588777687048,1.80525490295131,1.74462202903305,1.08398915511389,0.923356281195629,0.862723407277372,-0.297909466641794,-0.658542340560052,1.48082478552078,2.62019191160252,0.359559037684267,-1.0010738362349,-0.261706710153158,-0.122339584072325,1.11702754200942,2.55639466809116,1.59576179417199,0.335128920253737,-1.22550395366543,-2.68613682758369,-0.946769701501944,0.992597424578889,1.93196455066063,1.07133167674147,-0.489301197176792,-0.24993407109505,0.589433054985784,0.128800181067527,-0.531832692851641,-0.192465566769897,-0.153098440688154,-0.613731314607321,-1.67436418852558,-1.93499706244475,-1.995629936363,-2.95626281028126,-3.41689568420043,-3.17752855811868
